path,depth,use_bias,use_residual,seed,layer_index,grad_norm
sequential,30,true,false,1,19,110.402885
sequential,30,true,false,1,20,62.555542
sequential,30,true,false,1,21,15.369936
sequential,30,true,false,1,22,17.311026
sequential,30,true,false,1,23,6.4351106
sequential,30,true,false,1,24,4.411299
sequential,30,true,false,1,25,3.254988
sequential,30,true,false,1,26,2.924729
sequential,30,true,false,1,27,2.8965192
sequential,30,true,false,1,28,2.2297158
sequential,30,true,false,1,29,3.0315475
sequential,30,true,false,1,30,2.186048
sequential,30,true,false,1,31,0.5119632
sequential,30,false,true,1,1,1.9259128e10
sequential,30,false,true,1,2,9.258729e9
sequential,30,false,true,1,3,3.9051384e9
sequential,30,false,true,1,4,3.4902802e10
sequential,30,false,true,1,5,1.2075062e9
sequential,30,false,true,1,6,5.716013e8
sequential,30,false,true,1,7,4.489061e8
sequential,30,false,true,1,8,1.1829505e8
sequential,30,false,true,1,9,4.489154e7
sequential,30,false,true,1,10,1.5924597e7
sequential,30,false,true,1,11,8.574747e6
sequential,30,false,true,1,12,3.800188e6
sequential,30,false,true,1,13,1.7546574e6
sequential,30,false,true,1,14,545979.7
sequential,30,false,true,1,15,254146.2
sequential,30,false,true,1,16,97516.86
sequential,30,false,true,1,17,39594.773
sequential,30,false,true,1,18,18682.447
sequential,30,false,true,1,19,8963.598
sequential,30,false,true,1,20,3553.2407
sequential,30,false,true,1,21,1694.661
sequential,30,false,true,1,22,500.96146
sequential,30,false,true,1,23,233.74916
sequential,30,false,true,1,24,100.3637
sequential,30,false,true,1,25,45.402363
sequential,30,false,true,1,26,19.006968
sequential,30,false,true,1,27,8.464223
sequential,30,false,true,1,28,3.550405
sequential,30,false,true,1,29,1.9730834
sequential,30,false,true,1,30,0.60397094
sequential,30,false,true,1,31,0.18054938
sequential,30,true,true,1,1,993.3459
sequential,30,true,true,1,2,1390.5625
sequential,30,true,true,1,3,916.63367
sequential,30,true,true,1,4,237.035
sequential,30,true,true,1,5,148.24619
sequential,30,true,true,1,6,1023.4002
sequential,30,true,true,1,7,72.56079
sequential,30,true,true,1,8,71.86122
sequential,30,true,true,1,9,35.942005
sequential,30,true,true,1,10,24.600142
sequential,30,true,true,1,11,15.603683
sequential,30,true,true,1,12,7.3559194
sequential,30,true,true,1,13,5.088937
sequential,30,true,true,1,14,3.2241678
sequential,30,true,true,1,15,1.6893255
sequential,30,true,true,1,16,1.2795155
sequential,30,true,true,1,17,0.90515065
sequential,30,true,true,1,18,0.70407754
sequential,30,true,true,1,19,0.4811781
sequential,30,true,true,1,20,0.39450416
sequential,30,true,true,1,21,0.3008284
sequential,30,true,true,1,22,0.24867274
sequential,30,true,true,1,23,0.19836396
sequential,30,true,true,1,24,0.15856941
sequential,30,true,true,1,25,0.13336636
sequential,30,true,true,1,26,0.13104306
sequential,30,true,true,1,27,0.110705644
sequential,30,true,true,1,28,0.093005925
sequential,30,true,true,1,29,0.077089176
sequential,30,true,true,1,30,0.075616166
sequential,30,true,true,1,31,0.051804185
sequential,35,false,false,1,1,1.488241e8
sequential,35,false,false,1,2,9.546582e7
sequential,35,false,false,1,3,6.8961416e7
